Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
akarnokd-misc,hu.akarnokd.fallout76.old,EditorIDFinder,main,Magic Number,The method contains a magic number: 800,15
akarnokd-misc,hu.akarnokd.fallout76.old,EditorIDFinder,main,Magic Number,The method contains a magic number: 22,15
akarnokd-misc,hu.akarnokd.fallout76.old,EditorIDFinder,main,Magic Number,The method contains a magic number: 22,15
akarnokd-misc,hu.akarnokd.fallout76.old,EditorIDScanner,main,Magic Number,The method contains a magic number: 0xFFFF,10
akarnokd-misc,hu.akarnokd.fallout76.old,EditorIDScanner,main,Magic Number,The method contains a magic number: 100,10
akarnokd-misc,hu.akarnokd.fallout76.old,Fallout76EnemyInfo,main,Complex Conditional,The conditional expression drJson == null || erJson == null || rrJson == null is complex.,20
akarnokd-misc,hu.akarnokd.fallout76.old,Fallout76EnemyInfo,main,Complex Method,Cyclomatic complexity of the method is 13,20
akarnokd-misc,hu.akarnokd.fallout76.old,Fallout76EnemyInfo,main,Magic Number,The method contains a magic number: 7,20
akarnokd-misc,hu.akarnokd.fallout76.old,Fallout76EnemyInfo,main,Magic Number,The method contains a magic number: 5,20
akarnokd-misc,hu.akarnokd.fallout76.old,Fallout76EnemyInfo,main,Magic Number,The method contains a magic number: 6,20
akarnokd-misc,hu.akarnokd.fallout76.old,Fallout76EnemyInfo,main,Magic Number,The method contains a magic number: 5,20
akarnokd-misc,hu.akarnokd.fallout76.old,Fallout76EnemyInfo,main,Magic Number,The method contains a magic number: 5,20
akarnokd-misc,hu.akarnokd.fallout76.old,Fallout76EnemyInfo,main,Magic Number,The method contains a magic number: 8,20
akarnokd-misc,hu.akarnokd.misc,ScannerClose2,main,Magic Number,The method contains a magic number: 3,6
akarnokd-misc,hu.akarnokd.misc,ScannerClose2,main,Magic Number,The method contains a magic number: 2,6
akarnokd-misc,hu.akarnokd.misc,Button45,main,Magic Number,The method contains a magic number: 5000,8
akarnokd-misc,hu.akarnokd.misc,Button45,main,Magic Number,The method contains a magic number: 4,8
akarnokd-misc,hu.akarnokd.misc,Button45,main,Magic Number,The method contains a magic number: 200,8
akarnokd-misc,hu.akarnokd.misc,Button45,main,Magic Number,The method contains a magic number: 4,8
akarnokd-misc,hu.akarnokd.misc,Button45,main,Magic Number,The method contains a magic number: 5000,8
akarnokd-misc,hu.akarnokd.misc,Button45,main,Magic Number,The method contains a magic number: 5,8
akarnokd-misc,hu.akarnokd.misc,Button45,main,Magic Number,The method contains a magic number: 200,8
akarnokd-misc,hu.akarnokd.misc,Button45,main,Magic Number,The method contains a magic number: 5,8
akarnokd-misc,hu.akarnokd.misc,Scaledown,main,Magic Number,The method contains a magic number: 4,19
akarnokd-misc,hu.akarnokd.misc,Scaledown,main,Magic Number,The method contains a magic number: 4,19
akarnokd-misc,hu.akarnokd.misc,Scaledown,main,Magic Number,The method contains a magic number: 4,19
akarnokd-misc,hu.akarnokd.misc,Scaledown,main,Magic Number,The method contains a magic number: 4,19
akarnokd-misc,hu.akarnokd.misc,PrimeCounter,countPrimes,Complex Conditional,The conditional expression n == 0 || n == 1 || n == 2 is complex.,8
akarnokd-misc,hu.akarnokd.misc,PrimeCounter,countPrimes,Magic Number,The method contains a magic number: 2,8
akarnokd-misc,hu.akarnokd.misc,PrimeCounter,countPrimes,Magic Number,The method contains a magic number: 3,8
akarnokd-misc,hu.akarnokd.misc,PrimeCounter,countPrimes,Magic Number,The method contains a magic number: 2,8
akarnokd-misc,hu.akarnokd.misc,PrimeCounter,countPrimes2,Magic Number,The method contains a magic number: 2,29
akarnokd-misc,hu.akarnokd.misc,PrimeCounter,main,Magic Number,The method contains a magic number: 30000,39
akarnokd-misc,hu.akarnokd.misc,PrimeCounter,main,Magic Number,The method contains a magic number: 100,39
akarnokd-misc,hu.akarnokd.misc,ImgRotate,main,Magic Number,The method contains a magic number: 30,11
akarnokd-misc,hu.akarnokd.misc,ImgRotate,main,Magic Number,The method contains a magic number: 90,11
akarnokd-misc,hu.akarnokd.misc,ImgRotate,main,Magic Number,The method contains a magic number: 4,11
akarnokd-misc,hu.akarnokd.misc,ImgRotate,main,Magic Number,The method contains a magic number: 4,11
akarnokd-misc,hu.akarnokd.misc,ImgRotate,main,Magic Number,The method contains a magic number: 4,11
akarnokd-misc,hu.akarnokd.misc,ImgRotate,main,Magic Number,The method contains a magic number: 4,11
akarnokd-misc,hu.akarnokd.misc,ImgRotate,main,Magic Number,The method contains a magic number: 4,11
akarnokd-misc,hu.akarnokd.misc,ImgRotate,main,Magic Number,The method contains a magic number: 4,11
akarnokd-misc,hu.akarnokd.misc,DigitSwapper,main,Magic Number,The method contains a magic number: 11,7
akarnokd-misc,hu.akarnokd.misc,DigitSwapper,main,Magic Number,The method contains a magic number: 16_000_000_000L,7
akarnokd-misc,hu.akarnokd.misc,DigitSwapper,main,Magic Number,The method contains a magic number: 10,7
akarnokd-misc,hu.akarnokd.misc,DigitSwapper,main,Magic Number,The method contains a magic number: 10,7
akarnokd-misc,hu.akarnokd.misc,DigitSwapper,main,Magic Number,The method contains a magic number: 9,7
akarnokd-misc,hu.akarnokd.misc,DigitSwapper,main,Magic Number,The method contains a magic number: 10,7
akarnokd-misc,hu.akarnokd.misc,DigitSwapper,main,Magic Number,The method contains a magic number: 10,7
akarnokd-misc,hu.akarnokd.misc,DigitSwapper,main,Magic Number,The method contains a magic number: 10,7
akarnokd-misc,hu.akarnokd.misc,DigitSwapper,main,Magic Number,The method contains a magic number: 2,7
akarnokd-misc,hu.akarnokd.misc,DigitSwapper,main,Magic Number,The method contains a magic number: 10_000_000,7
akarnokd-misc,hu.akarnokd.misc,Scansort,main,Magic Number,The method contains a magic number: 10,22
akarnokd-misc,hu.akarnokd.misc,SimpleDateAdd,main,Magic Number,The method contains a magic number: 3,9
akarnokd-misc,hu.akarnokd.misc,LongestEventSub,main,Magic Number,The method contains a magic number: 2,6
akarnokd-misc,hu.akarnokd.misc,LongestEventSub,main,Magic Number,The method contains a magic number: 2,6
akarnokd-misc,hu.akarnokd.misc,ExpandKeysInMap,main,Long Statement,The length of the statement "var result=map.entrySet().stream().flatMap(kv -> kv.getKey().stream().map(k -> Map.entry(k`kv.getValue()))).collect(Collectors.toMap(k -> k.getKey()`v -> v.getValue()));" is 169.,10
akarnokd-misc,hu.akarnokd.misc,SortySort,main,Magic Number,The method contains a magic number: 2,24
akarnokd-misc,hu.akarnokd.misc,ExclusionForwardBack,compute,Complex Method,Cyclomatic complexity of the method is 8,8
akarnokd-misc,hu.akarnokd.misc,ExclusionForwardBack,compute,Magic Number,The method contains a magic number: 2,8
akarnokd-misc,hu.akarnokd.misc,Lead,main,Complex Method,Cyclomatic complexity of the method is 8,6
akarnokd-misc,hu.akarnokd.misc,Lead,main,Magic Number,The method contains a magic number: 2,6
akarnokd-misc,hu.akarnokd.misc,MonoAppended,main,Long Statement,The length of the statement "source.doOnNext(list -> list.add(0`"All")).subscribe(System.out::println`Throwable::printStackTrace`() -> System.out.println("Done"));" is 134.,9
akarnokd-misc,hu.akarnokd.misc,HasAllLetters,main,Magic Number,The method contains a magic number: 26,4
akarnokd-misc,hu.akarnokd.misc,HasAllLetters,main,Magic Number,The method contains a magic number: 26,4
akarnokd-misc,hu.akarnokd.misc,HasAllLetters,main,Magic Number,The method contains a magic number: 26,4
akarnokd-misc,hu.akarnokd.misc,BubblyVowels,sortByVowels,Complex Conditional,The conditional expression ch == 'a' || ch == 'e' || ch == 'i' || ch == 'o' || ch == 'u' is complex.,6
akarnokd-misc,hu.akarnokd.misc,CP037,main,Magic Number,The method contains a magic number: 5565,7
akarnokd-misc,hu.akarnokd.misc,Parking,main,Magic Number,The method contains a magic number: 10000,8
akarnokd-misc,hu.akarnokd.misc,Parking,main,Magic Number,The method contains a magic number: 2,8
akarnokd-misc,hu.akarnokd.misc,Rotator,state,Magic Number,The method contains a magic number: 6,10
akarnokd-misc,hu.akarnokd.misc,Rotator,state,Magic Number,The method contains a magic number: 4,10
akarnokd-misc,hu.akarnokd.misc,Rotator,state,Magic Number,The method contains a magic number: 2,10
akarnokd-misc,hu.akarnokd.misc,Rotator,apply,Magic Number,The method contains a magic number: 6,17
akarnokd-misc,hu.akarnokd.misc,Rotator,apply,Magic Number,The method contains a magic number: 4,17
akarnokd-misc,hu.akarnokd.misc,Rotator,apply,Magic Number,The method contains a magic number: 3,17
akarnokd-misc,hu.akarnokd.misc,Rotator,apply,Magic Number,The method contains a magic number: 2,17
akarnokd-misc,hu.akarnokd.misc,Rotator,apply,Magic Number,The method contains a magic number: 3,17
akarnokd-misc,hu.akarnokd.misc,Rotator,apply,Magic Number,The method contains a magic number: 3,17
akarnokd-misc,hu.akarnokd.misc,Rotator,apply,Magic Number,The method contains a magic number: 3,17
akarnokd-misc,hu.akarnokd.misc,Rotator,apply,Magic Number,The method contains a magic number: 3,17
akarnokd-misc,hu.akarnokd.misc,Rotator,apply,Magic Number,The method contains a magic number: 3,17
akarnokd-misc,hu.akarnokd.misc,Rotator,apply,Magic Number,The method contains a magic number: 3,17
akarnokd-misc,hu.akarnokd.misc,Rotator,apply,Magic Number,The method contains a magic number: 2,17
akarnokd-misc,hu.akarnokd.misc,Rotator,apply,Magic Number,The method contains a magic number: 3,17
akarnokd-misc,hu.akarnokd.misc,Rotator,apply,Magic Number,The method contains a magic number: 3,17
akarnokd-misc,hu.akarnokd.misc,Rotator,apply,Magic Number,The method contains a magic number: 3,17
akarnokd-misc,hu.akarnokd.misc,Rotator,apply,Magic Number,The method contains a magic number: 3,17
akarnokd-misc,hu.akarnokd.misc,Rotator,apply,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@48f753ee,17
akarnokd-misc,hu.akarnokd.misc,Rotator,main,Magic Number,The method contains a magic number: 1024,43
akarnokd-misc,hu.akarnokd.misc,Rotator,main,Magic Number,The method contains a magic number: 1024,43
akarnokd-misc,hu.akarnokd.misc,Rotator,main,Magic Number,The method contains a magic number: 2,43
akarnokd-misc,hu.akarnokd.misc,Rotator,main,Magic Number,The method contains a magic number: 32,43
akarnokd-misc,hu.akarnokd.misc,Rotator,main,Magic Number,The method contains a magic number: 2,43
akarnokd-misc,hu.akarnokd.misc,Rotator,main,Magic Number,The method contains a magic number: 3,43
akarnokd-misc,hu.akarnokd.misc,Rotator,main,Magic Number,The method contains a magic number: 3,43
akarnokd-misc,hu.akarnokd.misc,SplitNKeep,main,Magic Number,The method contains a magic number: 2,8
akarnokd-misc,hu.akarnokd.misc,Recolor,main,Magic Number,The method contains a magic number: 0xFF000000,10
akarnokd-misc,hu.akarnokd.misc,Recolor,main,Magic Number,The method contains a magic number: 0xA0A2A2,10
akarnokd-misc,hu.akarnokd.misc,ParallelSum,main,Magic Number,The method contains a magic number: 2,8
akarnokd-misc,hu.akarnokd.misc,ParallelSum,main,Magic Number,The method contains a magic number: 3,8
akarnokd-misc,hu.akarnokd.misc,ParallelSum,main,Magic Number,The method contains a magic number: 4,8
akarnokd-misc,hu.akarnokd.misc,ParallelSum,main,Magic Number,The method contains a magic number: 5,8
akarnokd-misc,hu.akarnokd.misc,MayBy,main,Magic Number,The method contains a magic number: 2,10
akarnokd-misc,hu.akarnokd.misc,MayBy,main,Magic Number,The method contains a magic number: 5,10
akarnokd-misc,hu.akarnokd.misc,MayBy,main,Magic Number,The method contains a magic number: 9,10
akarnokd-misc,hu.akarnokd.misc,MayBy,main,Magic Number,The method contains a magic number: 7,10
akarnokd-misc,hu.akarnokd.misc,MayBy,main,Magic Number,The method contains a magic number: 10,10
akarnokd-misc,hu.akarnokd.misc,MayBy,main,Magic Number,The method contains a magic number: 7,10
akarnokd-misc,hu.akarnokd.asm,ModuleWriting,main,Long Statement,The length of the statement "mw.visitExport("io.reactivex.rxjava3"`0`new String[]{"io/reactivex/rxjava3/annotations"`"io/reactivex/rxjava3/core"`"io/reactivex/rxjava3/disposables"`"io/reactivex/rxjava3/exceptions"`"io/reactivex/rxjava3/flowables"`"io/reactivex/rxjava3/functions"`"io/reactivex/rxjava3/observables"`"io/reactivex/rxjava3/observers"`"io/reactivex/rxjava3/operators"`"io/reactivex/rxjava3/parallel"`"io/reactivex/rxjava3/plugins"`"io/reactivex/rxjava3/processors"`"io/reactivex/rxjava3/schedulers"`"io/reactivex/rxjava3/subjects"`"io/reactivex/rxjava3/subscribers"});" is 552.,12
akarnokd-misc,hu.akarnokd.starfield,Crafter,main,Magic Number,The method contains a magic number: 15,8
akarnokd-misc,hu.akarnokd.starfield,Crafter,main,Magic Number,The method contains a magic number: 15,8
akarnokd-misc,hu.akarnokd.starfield,Crafter,main,Magic Number,The method contains a magic number: 1000,8
akarnokd-misc,hu.akarnokd.starfield,Crafter,main,Magic Number,The method contains a magic number: 5000,8
akarnokd-misc,hu.akarnokd.stream,StreamFilterMapCollect,main,Magic Number,The method contains a magic number: 2,8
akarnokd-misc,hu.akarnokd.imperium,WavExport,writeWav,Magic Number,The method contains a magic number: 1024,6
akarnokd-misc,hu.akarnokd.imperium,WavExport,writeWav,Magic Number,The method contains a magic number: 1024,6
akarnokd-misc,hu.akarnokd.imperium,WavExport,writeWav,Magic Number,The method contains a magic number: 2,18
akarnokd-misc,hu.akarnokd.imperium,WavExport,writeWav,Magic Number,The method contains a magic number: 36,18
akarnokd-misc,hu.akarnokd.imperium,WavExport,writeWav,Magic Number,The method contains a magic number: 16,18
akarnokd-misc,hu.akarnokd.imperium,WavExport,writeWav,Magic Number,The method contains a magic number: 22050,18
akarnokd-misc,hu.akarnokd.imperium,WavExport,writeWav,Magic Number,The method contains a magic number: 22050,18
akarnokd-misc,hu.akarnokd.imperium,WavExport,writeWav,Magic Number,The method contains a magic number: 8,18
akarnokd-misc,hu.akarnokd.imperium,WavExport,writeWav,Magic Number,The method contains a magic number: 128,18
akarnokd-misc,hu.akarnokd.imperium,WavExport,writeWav,Magic Number,The method contains a magic number: 0x80,18
akarnokd-misc,hu.akarnokd.imperium,XMFExplorer,threeBytes,Magic Number,The method contains a magic number: 0xFF,9
akarnokd-misc,hu.akarnokd.imperium,XMFExplorer,threeBytes,Magic Number,The method contains a magic number: 0xFF,9
akarnokd-misc,hu.akarnokd.imperium,XMFExplorer,threeBytes,Magic Number,The method contains a magic number: 256,9
akarnokd-misc,hu.akarnokd.imperium,XMFExplorer,threeBytes,Magic Number,The method contains a magic number: 2,9
akarnokd-misc,hu.akarnokd.imperium,XMFExplorer,threeBytes,Magic Number,The method contains a magic number: 0xFF,9
akarnokd-misc,hu.akarnokd.imperium,XMFExplorer,threeBytes,Magic Number,The method contains a magic number: 256,9
akarnokd-misc,hu.akarnokd.imperium,XMFExplorer,threeBytes,Magic Number,The method contains a magic number: 256,9
akarnokd-misc,hu.akarnokd.imperium,XMFExplorer,main,Long Statement,The length of the statement "System.out.printf("%02d` Flags: %02X` V1: %06X` V2: %06X` V3: %06X` V4: %06X` Diff: %06X%n"`i`bb.get(offset)`threeBytes(bb`offset + 1)`offsetA`offsetB`offsetC`offsetC - offsetB);" is 178.,15
akarnokd-misc,hu.akarnokd.imperium,XMFExplorer,main,Magic Number,The method contains a magic number: 4,15
akarnokd-misc,hu.akarnokd.imperium,XMFExplorer,main,Magic Number,The method contains a magic number: 7,15
akarnokd-misc,hu.akarnokd.imperium,XMFExplorer,main,Magic Number,The method contains a magic number: 10,15
akarnokd-misc,hu.akarnokd.imperium,XMFExplorer,main,Magic Number,The method contains a magic number: 16,15
akarnokd-misc,hu.akarnokd.imperium,XMFExplorer,main,Magic Number,The method contains a magic number: 0x3A40D,15
akarnokd-misc,hu.akarnokd.imperium,XMFExplorer,main,Magic Number,The method contains a magic number: 0xFFFF,15
akarnokd-misc,hu.akarnokd.io,LongClass,main,Magic Number,The method contains a magic number: 3,9
akarnokd-misc,hu.akarnokd.theplanetcrafter,DropProbabilityCalc,RunMonteCarlo,Long Statement,The length of the statement "System.out.printf("%12s : %.6f%% | %10d / %10d / %10d = %`6f%%` %n"`perItem[i].name`100d * countItem[i] / m`countItem[i]`total`m`100d * countItem[i] / total);" is 158.,11
akarnokd-misc,hu.akarnokd.theplanetcrafter,DropProbabilityCalc,RunMonteCarlo,Magic Number,The method contains a magic number: 50_000_000,11
akarnokd-misc,hu.akarnokd.theplanetcrafter,DropProbabilityCalc,RunMonteCarlo,Magic Number,The method contains a magic number: 100d,11
akarnokd-misc,hu.akarnokd.theplanetcrafter,DropProbabilityCalc,RunMonteCarlo,Magic Number,The method contains a magic number: 100d,11
akarnokd-misc,hu.akarnokd.theplanetcrafter,DropProbabilityCalc,RunMonteCarlo,Magic Number,The method contains a magic number: 100d,11
akarnokd-misc,hu.akarnokd.theplanetcrafter,DropProbabilityCalc,main,Long Statement,The length of the statement "RunMonteCarlo(new Larvae("Azurae"`1)`new Larvae("Leani"`0.75)`new Larvae("Fensea"`0.5)`new Larvae("Galaxe"`0.75)`new Larvae("Abstreus"`0.2)`new Larvae("Empalio"`1));" is 165.,47
akarnokd-misc,hu.akarnokd.theplanetcrafter,DropProbabilityCalc,main,Long Statement,The length of the statement "RunMonteCarlo(new Larvae("Penga"`0.7)`new Larvae("Chevrone"`0.6)`new Larvae("Aemel"`0.5)`new Larvae("Liux"`0.5)`new Larvae("Imeo"`0.8)`new Larvae("Serena"`0.7)`new Larvae("Golden"`0.15));" is 187.,47
akarnokd-misc,hu.akarnokd.theplanetcrafter,DropProbabilityCalc,main,Long Statement,The length of the statement "RunMonteCarlo(new Larvae("Common"`1)`new Larvae("Uncommon"`0.5)`new Larvae("Rare"`0.2)`new Larvae("Nere"`0.05)`new Larvae("Fiorente"`0.05));" is 140.,47
akarnokd-misc,hu.akarnokd.theplanetcrafter,DropProbabilityCalc,main,Long Statement,The length of the statement "RunMonteCarlo(new Larvae("Common"`1)`new Larvae("Uncommon"`0.5)`new Larvae("Rare"`0.2)`new Larvae("Nere"`0.05)`new Larvae("Lorpen"`0.05)`new Larvae("Fiorente"`0.05));" is 166.,47
akarnokd-misc,hu.akarnokd.theplanetcrafter,DropProbabilityCalc,main,Long Statement,The length of the statement "RunMonteCarlo(new Larvae("Common"`1)`new Larvae("Uncommon"`0.5)`new Larvae("Rare"`0.2)`new Larvae("Nere"`0.05)`new Larvae("Lorpen"`0.05)`new Larvae("Fiorente"`0.05)`new Larvae("Alben"`0.05));" is 191.,47
akarnokd-misc,hu.akarnokd.theplanetcrafter,DropProbabilityCalc,main,Long Statement,The length of the statement "RunMonteCarlo(new Larvae("Golden"`0.15)`new Larvae("Serena"`0.70)`new Larvae("Fiorente"`0.05)`new Larvae("Alben"`0.05)`new Larvae("Lorpen"`0.05));" is 146.,47
akarnokd-misc,hu.akarnokd.theplanetcrafter,DropProbabilityCalc,main,Magic Number,The method contains a magic number: 0.75,47
akarnokd-misc,hu.akarnokd.theplanetcrafter,DropProbabilityCalc,main,Magic Number,The method contains a magic number: 0.5,47
akarnokd-misc,hu.akarnokd.theplanetcrafter,DropProbabilityCalc,main,Magic Number,The method contains a magic number: 0.75,47
akarnokd-misc,hu.akarnokd.theplanetcrafter,DropProbabilityCalc,main,Magic Number,The method contains a magic number: 0.2,47
akarnokd-misc,hu.akarnokd.theplanetcrafter,DropProbabilityCalc,main,Magic Number,The method contains a magic number: 0.7,47
akarnokd-misc,hu.akarnokd.theplanetcrafter,DropProbabilityCalc,main,Magic Number,The method contains a magic number: 0.7,47
akarnokd-misc,hu.akarnokd.theplanetcrafter,DropProbabilityCalc,main,Magic Number,The method contains a magic number: 0.6,47
akarnokd-misc,hu.akarnokd.theplanetcrafter,DropProbabilityCalc,main,Magic Number,The method contains a magic number: 0.5,47
akarnokd-misc,hu.akarnokd.theplanetcrafter,DropProbabilityCalc,main,Magic Number,The method contains a magic number: 0.5,47
akarnokd-misc,hu.akarnokd.theplanetcrafter,DropProbabilityCalc,main,Magic Number,The method contains a magic number: 0.8,47
akarnokd-misc,hu.akarnokd.theplanetcrafter,DropProbabilityCalc,main,Magic Number,The method contains a magic number: 0.7,47
akarnokd-misc,hu.akarnokd.theplanetcrafter,DropProbabilityCalc,main,Magic Number,The method contains a magic number: 0.15,47
akarnokd-misc,hu.akarnokd.theplanetcrafter,DropProbabilityCalc,main,Magic Number,The method contains a magic number: 0.5,47
akarnokd-misc,hu.akarnokd.theplanetcrafter,DropProbabilityCalc,main,Magic Number,The method contains a magic number: 0.2,47
akarnokd-misc,hu.akarnokd.theplanetcrafter,DropProbabilityCalc,main,Magic Number,The method contains a magic number: 0.5,47
akarnokd-misc,hu.akarnokd.theplanetcrafter,DropProbabilityCalc,main,Magic Number,The method contains a magic number: 0.2,47
akarnokd-misc,hu.akarnokd.theplanetcrafter,DropProbabilityCalc,main,Magic Number,The method contains a magic number: 0.05,47
akarnokd-misc,hu.akarnokd.theplanetcrafter,DropProbabilityCalc,main,Magic Number,The method contains a magic number: 0.5,47
akarnokd-misc,hu.akarnokd.theplanetcrafter,DropProbabilityCalc,main,Magic Number,The method contains a magic number: 0.2,47
akarnokd-misc,hu.akarnokd.theplanetcrafter,DropProbabilityCalc,main,Magic Number,The method contains a magic number: 0.05,47
akarnokd-misc,hu.akarnokd.theplanetcrafter,DropProbabilityCalc,main,Magic Number,The method contains a magic number: 0.05,47
akarnokd-misc,hu.akarnokd.theplanetcrafter,DropProbabilityCalc,main,Magic Number,The method contains a magic number: 0.5,47
akarnokd-misc,hu.akarnokd.theplanetcrafter,DropProbabilityCalc,main,Magic Number,The method contains a magic number: 0.2,47
akarnokd-misc,hu.akarnokd.theplanetcrafter,DropProbabilityCalc,main,Magic Number,The method contains a magic number: 0.05,47
akarnokd-misc,hu.akarnokd.theplanetcrafter,DropProbabilityCalc,main,Magic Number,The method contains a magic number: 0.05,47
akarnokd-misc,hu.akarnokd.theplanetcrafter,DropProbabilityCalc,main,Magic Number,The method contains a magic number: 0.05,47
akarnokd-misc,hu.akarnokd.theplanetcrafter,DropProbabilityCalc,main,Magic Number,The method contains a magic number: 0.5,47
akarnokd-misc,hu.akarnokd.theplanetcrafter,DropProbabilityCalc,main,Magic Number,The method contains a magic number: 0.2,47
akarnokd-misc,hu.akarnokd.theplanetcrafter,DropProbabilityCalc,main,Magic Number,The method contains a magic number: 0.05,47
akarnokd-misc,hu.akarnokd.theplanetcrafter,DropProbabilityCalc,main,Magic Number,The method contains a magic number: 0.05,47
akarnokd-misc,hu.akarnokd.theplanetcrafter,DropProbabilityCalc,main,Magic Number,The method contains a magic number: 0.05,47
akarnokd-misc,hu.akarnokd.theplanetcrafter,DropProbabilityCalc,main,Magic Number,The method contains a magic number: 0.05,47
akarnokd-misc,hu.akarnokd.theplanetcrafter,DropProbabilityCalc,main,Magic Number,The method contains a magic number: 0.15,47
akarnokd-misc,hu.akarnokd.theplanetcrafter,DropProbabilityCalc,main,Magic Number,The method contains a magic number: 0.70,47
akarnokd-misc,hu.akarnokd.theplanetcrafter,DropProbabilityCalc,main,Magic Number,The method contains a magic number: 0.05,47
akarnokd-misc,hu.akarnokd.theplanetcrafter,DropProbabilityCalc,main,Magic Number,The method contains a magic number: 0.05,47
akarnokd-misc,hu.akarnokd.theplanetcrafter,DropProbabilityCalc,main,Magic Number,The method contains a magic number: 0.05,47
akarnokd-misc,hu.akarnokd.theplanetcrafter,FileToByteArrayText,main,Magic Number,The method contains a magic number: 16,7
akarnokd-misc,hu.akarnokd.theplanetcrafter,CleanupCS,processFile,Complex Method,Cyclomatic complexity of the method is 9,10
akarnokd-misc,hu.akarnokd.theplanetcrafter,FusionReactorFix,main,Complex Method,Cyclomatic complexity of the method is 11,10
akarnokd-misc,hu.akarnokd.theplanetcrafter,FusionReactorFix,main,Magic Number,The method contains a magic number: 2,10
akarnokd-misc,hu.akarnokd.theplanetcrafter,FusionReactorFix,main,Magic Number,The method contains a magic number: 2,10
akarnokd-misc,hu.akarnokd.theplanetcrafter,FusionReactorFix,main,Magic Number,The method contains a magic number: 2,10
akarnokd-misc,hu.akarnokd.theplanetcrafter,FusionReactorFix,main,Magic Number,The method contains a magic number: 2,10
akarnokd-misc,hu.akarnokd.theplanetcrafter,FusionReactorFix,main,Magic Number,The method contains a magic number: 2,10
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,Area,Long Parameter List,The method has 8 parameters. ,14
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Long Statement,The length of the statement "var spawns=List.<Area>of(new Area("ParadiseLost"`1254`143`2929`98`42`117`Butterfly18Larvae`Butterfly17Larvae`Butterfly14Larvae`Butterfly13Larvae`Butterfly12Larvae)`new Area("Bassins"`631.6`66.9`1562.5`215.9`56.7`265.3`Butterfly11Larvae)`new Area("Mont"`1482.0`83.0`2173.0`433.8`70.7`429.5`Butterfly11Larvae`Butterfly13Larvae)`new Area("Waterfalls"`-520.0`151.0`678.0`398.0`82.1`419.4`Butterfly11Larvae`Butterfly12Larvae`Butterfly13Larvae)`new Area("GrandCanyon"`1907.0`61.0`201.0`516.6`77.7`541.6`Butterfly11Larvae)`new Area("Caves"`832.0`39.0`1089.0`175.9`65.0`149.3`Butterfly14Larvae)`new Area("Dunes"`1391.0`52.0`1268.0`310.0`56.7`321.4`Butterfly11Larvae)`new Area("BlackDesert"`-179.0`83.0`-679.0`551.4`70.7`548.7`Butterfly14Larvae)`new Area("Cave-Grotte"`267.0`126.4`1520.0`108.0`42.9`160.2`Butterfly12Larvae)`new Area("Under-ShroomRiver"`-205.0`-39.0`477.5`270.0`35.6`398.9`Butterfly15Larvae)`new Area("Crater"`-352.0`119.0`1466.0`360.8`130.7`314.1`Butterfly11Larvae`Butterfly13Larvae)`new Area("OrangeDesert"`821.0`83.0`-842.0`279.2`65.7`238.6`Butterfly13Larvae)`new Area("CavesTop"`825.0`170.7`1012.9`64.1`25.2`103.4`Butterfly11Larvae`Butterfly12Larvae`Butterfly13Larvae`Butterfly14Larvae));" is 1199.,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Long Statement,The length of the statement "var labels=Map.<String`String>of("Butterfly11Larvae"`"- Nere (11)"`"Butterfly12Larvae"`"- Lorpen (12)"`"Butterfly13Larvae"`"- Fiorente (13)"`"Butterfly14Larvae"`"- Alben (14)"`"Butterfly15Larvae"`"- Futura (15)"`"Butterfly16Larvae"`"- Imeo (16)"`"Butterfly17Larvae"`"- Serena (17)"`"Butterfly18Larvae"`"- Golden (18)");" is 319.,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 1254,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 143,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 2929,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 98,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 42,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 117,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 631.6,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 66.9,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 1562.5,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 215.9,16
akarnokd-misc,hu.akarnokd.theplanetcrafter,LarvaeMap,main,Magic Number,The method contains a magic number: 56.7,16
