Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
akarnokd-misc,hu.akarnokd.reactor,TestLazy,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.reactor,BufferWhenTest.Wrapper,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: i
akarnokd-misc,hu.akarnokd.reactor,BufferWhenTest.Wrapper,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.reactor,DelayedBuffer,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.reactor,SchedulerLeakRx,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
akarnokd-misc,hu.akarnokd.reactor,SchedulerLeakRx,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.reactor,FluxMergeTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,(default package),GroupByConcatMapTest,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: id; name; coordinates; latitude; longitude
akarnokd-misc,(default package),GroupByConcatMapTest.Shop,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: id; name; coordinates
akarnokd-misc,(default package),GroupByConcatMapTest.Shop,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,(default package),GroupByConcatMapTest.Shop,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: id; name; coordinates
akarnokd-misc,(default package),GroupByConcatMapTest.Coordinate,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: latitude; longitude
akarnokd-misc,(default package),GroupByConcatMapTest.Coordinate,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,(default package),GroupByConcatMapTest.Coordinate,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: latitude; longitude
akarnokd-misc,servicetalk,PublishOnOverrideTckTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.fallout76,EnemyCurveTableListing,Imperative Abstraction,The tool detected the smell in this class because it looks like that an operation is turned into a class. This class contains only the following public method: main
akarnokd-misc,hu.akarnokd.fallout76,EnemyCurveTableListing,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.fallout76,Ba2File,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: entries
akarnokd-misc,hu.akarnokd.fallout76,Ba2FileCreator,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.fallout76,WeaponCurveTableListing,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.fallout76,Ba2FileEntry,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: name; offset; size; data
akarnokd-misc,hu.akarnokd.fallout76,Ba2FileEntry,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: name; offset; size; data
akarnokd-misc,hu.akarnokd.fallout76,EsmExport,Imperative Abstraction,The tool detected the smell in this class because it looks like that an operation is turned into a class. This class contains only the following public method: main
akarnokd-misc,hu.akarnokd.fallout76,EsmExport,Insufficient Modularization,The tool detected the smell in this class because the class is highly complex. The sum of cyclomatic complexity of all methods of this class (i.e. WMC) is: 123
akarnokd-misc,hu.akarnokd.fallout76,EsmExport.FieldEntry,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: type; data
akarnokd-misc,hu.akarnokd.fallout76,EsmExport.FieldEntry,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.fallout76,Fallout76LootGenerator,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
akarnokd-misc,hu.akarnokd.fallout76,Fallout76LootGenerator,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.fallout76.old,EditorIDFinder,Imperative Abstraction,The tool detected the smell in this class because it looks like that an operation is turned into a class. This class contains only the following public method: main
akarnokd-misc,hu.akarnokd.fallout76.old,EditorIDFinder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.fallout76.old,EditorIDScanner,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.fallout76.old,Fallout76EnemyInfo,Imperative Abstraction,The tool detected the smell in this class because it looks like that an operation is turned into a class. This class contains only the following public method: main
akarnokd-misc,hu.akarnokd.fallout76.old,Fallout76EnemyInfo,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.fallout76.old,Fallout76EnemyInfo.HealthArmor,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: health; dr; er; rr
akarnokd-misc,hu.akarnokd.fallout76.old,Fallout76EnemyInfo.HealthArmor,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.misc,AllCombinations,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.misc,ScannerClose2,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.misc,SmallJPEG,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.misc,Button45,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.misc,Finput,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.misc,RecordVarargs,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.misc,Scaledown,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.misc,PrimeCounter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.misc,ImgRotate,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.misc,DigitSwapper,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.misc,Scansort,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.misc,OpenFromDesktop,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.misc,SimpleDateAdd,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.misc,LongestEventSub,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.misc,ProcessCommands,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.misc,BoxOColor,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.misc,BoxOColor.Board,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
akarnokd-misc,hu.akarnokd.misc,BoxOColor.Board,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.misc,BoxOColor.Game,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: board
akarnokd-misc,hu.akarnokd.misc,BoxOColor.Game,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.misc,ExpandKeysInMap,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.misc,SortySort,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.misc,Interfaceoverride,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
akarnokd-misc,hu.akarnokd.misc,Interfaceoverride,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.misc,Interfaceoverride.A,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.misc,Interfaceoverride.B,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
akarnokd-misc,hu.akarnokd.misc,Interfaceoverride.B,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.misc,ExclusionForwardBack,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.misc,Lead,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.misc,Bug20216,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.misc,MonoAppended,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.misc,HasAllLetters,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.misc,InterfacesC,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
akarnokd-misc,hu.akarnokd.misc,InterfacesC,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.misc,InterfacesC.A,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.misc,InterfacesC.B,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
akarnokd-misc,hu.akarnokd.misc,InterfacesC.B,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.misc,InterfacesC.M,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
akarnokd-misc,hu.akarnokd.misc,InterfacesC.M,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.misc,InterfacesC.Abstract,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
akarnokd-misc,hu.akarnokd.misc,InterfacesC.Abstract,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.misc,BubblyVowels,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.misc,UseSiteTypeAnnot,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.misc,ParallelPrinter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.misc,ParallelPrinter.Print,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: string; cb; cdl; win
akarnokd-misc,hu.akarnokd.misc,ParallelPrinter.Print,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.misc,TaxiCount,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.misc,CP037,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.misc,C.Klass,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
akarnokd-misc,hu.akarnokd.misc,C.Klass,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.misc,C.InferenceError,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
akarnokd-misc,hu.akarnokd.misc,C.InferenceError,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.misc,Parking,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.misc,LoopIncr,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.misc,Rotator,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.misc,ParallelCalc,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.misc,SplitNKeep,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.misc,Recolor,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.misc,ScannerNext,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.misc,LastCreatedDir,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.misc,ParallelSum,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.misc,UserHome,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.misc,A.C,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.misc,A.O,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.misc,A.D,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: e
akarnokd-misc,hu.akarnokd.misc,A.D,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.misc,A.E,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
akarnokd-misc,hu.akarnokd.misc,A.E,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.misc,FoBar,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
akarnokd-misc,hu.akarnokd.misc,FoBar,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.misc,FoBar.Foo,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.misc,FoBar.Foo2,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.misc,FoBar.Bar,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
akarnokd-misc,hu.akarnokd.misc,FoBar.Bar,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.misc,FoBar.BarImpl,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
akarnokd-misc,hu.akarnokd.misc,FoBar.BarImpl,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.misc,MayBy,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.misc,BrInExtraNewLine,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.asm,ModuleWriting,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.starfield,Crafter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.reactive.lowalloc,LcObservableJust,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.reactive.lowalloc,LcObservableJust,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): LcSourceObservable
akarnokd-misc,hu.akarnokd.reactive.lowalloc,LcObservableRange,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.reactive.lowalloc,LcObservableRange,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): LcSourceObservable
akarnokd-misc,hu.akarnokd.reactive.lowalloc,LcObservableMap,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.reactive.lowalloc,LcObservableMap,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): LcIntermediateObservable
akarnokd-misc,hu.akarnokd.reactive.lowalloc,LcRangePerfComparisonPerf,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.reactive.lowalloc,LcRangePerfComparisonPerf,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: count; observable; lcObservable
akarnokd-misc,hu.akarnokd.reactive.observables,IObservable.ConcatObserver,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.reactive.observables,IObservable.ConcatObserver,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: o; sources; d; disposed; wip; index
akarnokd-misc,hu.akarnokd.reactive.observables,IObservable.Collector,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: o; collection; collector; d; disposed
akarnokd-misc,hu.akarnokd.reactive.observables,IObservable.Collector,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.reactive.observables,IObservable.Collector,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: o; collection; collector; d; disposed
akarnokd-misc,hu.akarnokd.reactive.observables,IObservable.FlatMapper,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: o; mapper; d; disposed
akarnokd-misc,hu.akarnokd.reactive.observables,IObservable.FlatMapper,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.reactive.observables,IObservable.Mapper,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: o; mapper; d; disposed
akarnokd-misc,hu.akarnokd.reactive.observables,IObservable.Mapper,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.reactive.observables,IObservable.Filterer,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: o; predicate; d; disposed
akarnokd-misc,hu.akarnokd.reactive.observables,IObservable.Filterer,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.reactive.observables,IObservable.SumInt,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: o; d; disposed; sum
akarnokd-misc,hu.akarnokd.reactive.observables,IObservable.SumInt,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.reactive.observables,IObservable.SumLong,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: o; d; disposed; sum
akarnokd-misc,hu.akarnokd.reactive.observables,IObservable.SumLong,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
akarnokd-misc,hu.akarnokd.reactive.observables,IObservable.MaxInt,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: o; d; disposed; max
akarnokd-misc,hu.akarnokd.reactive.observables,IObservable.MaxInt,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
